"Indicator","Country","2000_value","2000_notes","2000_source","2001_value","2001_notes","2001_source","2002_value","2002_notes","2002_source","2003_value","2003_notes","2003_source","2004_value","2004_notes","2004_source","2005_value","2005_notes","2005_source","2006_value","2006_notes","2006_source","2007_value","2007_notes","2007_source","2008_value","2008_notes","2008_source","2009_value","2009_notes","2009_source","2010_value","2010_notes","2010_source","2011_value","2011_notes","2011_source","2012_value","2012_notes","2012_source","2013_value","2013_notes","2013_source","2014_value","2014_notes","2014_source","2015_value","2015_notes","2015_source","2016_value","2016_notes","2016_source","2017_value","2017_notes","2017_source","2018_value","2018_notes","2018_source","2019_value","2019_notes","2019_source"
"Fixed-telephone subscriptions 100 inhabitants","Afghanistan","0.14","","","0.13","","","0.15","","","0.15","","","","","","","","","","","","","","","","","","0.02","","","0.06","","","0.04","","","0.29","","","0.30","","","0.31","","","0.32","","","0.32","","","0.33","","","0.34","","","0.35","",""
"Fixed-telephone subscriptions 100 inhabitants","Albania","4.88","","","6.31","","","7.04","","","8.18","","","8.84","","","9.04","","","8.36","","","9.89","","","11.44","","","12.21","","","11.30","","","11.57","","","10.71","","","9.68","","","8.14","","","7.84","","","8.61","","","8.55","","","8.62","","","8.43","",""
"Fixed-telephone subscriptions 100 inhabitants","Algeria","5.67","","","5.98","","","6.12","","","6.45","","","7.61","","","7.76","","","8.45","","","8.98","","","8.84","","","7.29","","","8.12","","","8.34","","","8.80","","","8.21","","","7.96","","","8.22","","","8.40","","","9.91","","","9.95","","","10.77","",""
"Fixed-telephone subscriptions 100 inhabitants","American Samoa","17.73","","","21.52","","","23.79","","","18.00","","","17.35","","","17.46","","","17.60","","","17.82","","","18.09","","","18.35","","","18.55","","","","","","17.96","","","17.95","","","17.74","","","17.92","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Andorra","52.32","","","51.24","","","49.85","","","48.06","","","45.96","","","44.94","","","45.07","","","44.93","","","44.57","","","44.85","","","45.20","","","45.85","","","46.49","","","47.75","","","48.27","","","49.80","","","50.06","","","49.88","","","51.13","","","51.41","",""
"Fixed-telephone subscriptions 100 inhabitants","Angola","0.40","","","0.45","","","0.46","","","0.47","","","0.50","","","0.50","","","0.49","","","0.45","","","0.53","","","1.35","","","1.20","","","0.66","","","0.83","","","0.83","","","1.07","","","1.02","","","1.06","","","0.54","","","0.56","","","0.39","",""
"Fixed-telephone subscriptions 100 inhabitants","Anguilla","54.77","","","53.85","","","49.32","","","45.35","","","46.40","","","44.33","","","46.01","","","46.78","","","47.89","","","47.28","","","46.75","","","45.84","","","43.49","","","43.00","","","41.81","","","42.02","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Antigua and Barbuda","50.38","","","48.26","","","48.59","","","47.92","","","47.30","","","44.78","","","45.34","","","45.11","","","44.50","","","43.06","","","41.26","","","39.76","","","36.68","","","36.20","","","21.52","","","21.38","","","23.81","","","25.15","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Argentina","21.41","","","21.81","","","20.46","","","22.59","","","22.76","","","24.28","","","24.08","","","23.94","","","24.31","","","24.13","","","24.24","","","23.53","","","22.65","","","22.90","","","23.04","","","23.38","","","23.36","","","22.18","","","22.01","","","17.32","",""
"Fixed-telephone subscriptions 100 inhabitants","Armenia","17.38","","","17.42","","","17.89","","","18.68","","","19.29","","","19.94","","","20.41","","","21.30","","","21.55","","","20.77","","","20.59","","","20.40","","","20.24","","","19.96","","","19.67","","","18.85","","","18.11","","","17.01","","","16.19","","","15.27","",""
"Fixed-telephone subscriptions 100 inhabitants","Aruba","41.94","","","39.97","","","39.09","","","38.54","","ITU estimate.","38.49","","ITU estimate.","38.25","","","38.33","","","38.14","","","37.95","","","36.17","","ITU estimate.","34.46","","","","","","35.10","","ITU estimate.","33.93","","","33.73","","","33.54","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Ascension","46.12","","","49.01","","","","","","50.85","","","50.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Australia","52.92","","","52.41","","","53.60","","","53.30","","","52.16","","","50.15","","","48.43","","","46.66","","","43.92","","","49.23","","","47.96","","","46.91","","","45.72","","","44.51","","","38.95","","","35.52","","","34.95","","","34.41","","","32.93","","","31.03","",""
"Fixed-telephone subscriptions 100 inhabitants","Austria","49.53","","","49.36","","","47.74","","","47.42","","","46.50","","","45.30","","","43.51","","","40.98","","","39.38","","","38.85","","","40.40","","","40.08","","","39.75","","","38.97","","","40.85","","","41.60","","","40.78","","","42.08","","","42.01","","","41.56","",""
"Fixed-telephone subscriptions 100 inhabitants","Azerbaijan","9.86","","","10.55","","","11.19","","","11.26","","","11.99","","","12.81","","","13.64","","","14.37","","","14.86","","","15.70","","","16.68","","","18.41","","","18.61","","","18.73","","","18.89","","","18.66","","","17.46","","","17.15","","","16.90","","","16.65","",""
"Fixed-telephone subscriptions 100 inhabitants","Bahamas","38.36","","","40.75","","","41.14","","","42.11","","","43.88","","","40.96","","","39.74","","","39.38","","","38.63","","","36.89","","","36.43","","","36.99","","","37.13","","","37.04","","","33.90","","","32.32","","","32.04","","","29.82","","","29.42","","","23.40","",""
"Fixed-telephone subscriptions 100 inhabitants","Bahrain","25.73","","","24.92","","","23.87","","","23.85","","","23.08","","","21.76","","","20.26","","","19.65","","","19.77","","","20.08","","","18.37","","","21.63","","","23.03","","","22.17","","","21.31","","","20.42","","","19.63","","","19.03","","","17.51","","","16.61","",""
"Fixed-telephone subscriptions 100 inhabitants","Bangladesh","0.38","","","0.43","","","0.46","","","0.55","","","0.61","","","0.77","","","0.80","","","0.83","","","0.93","","","0.85","","","0.87","","","0.65","","","0.64","","","0.71","","","0.63","","","0.55","","","0.48","","","0.44","","","0.90","","","0.89","",""
"Fixed-telephone subscriptions 100 inhabitants","Barbados","45.61","","","47.32","","","48.64","","","48.85","","","49.31","","","48.81","","","48.39","","","48.17","","","48.22","","","48.27","","","48.73","","","49.71","","","50.53","","","52.32","","","47.67","","","52.41","","","48.89","","","42.09","","","44.67","","","44.61","",""
"Fixed-telephone subscriptions 100 inhabitants","Belarus","27.88","","","29.17","","","30.45","","","31.73","","","33.02","","","34.35","","","35.39","","","38.73","","","39.33","","","42.23","","","43.93","","","44.69","","","46.80","","","47.42","","","47.86","","","48.10","","","47.80","","","47.62","","","47.49","","","47.09","",""
"Fixed-telephone subscriptions 100 inhabitants","Belgium","48.98","","","49.73","","","47.58","","","46.79","","","45.81","","","45.46","","","44.52","","","45.31","","","43.92","","","42.69","","","42.42","","","42.08","","","41.81","","","41.12","","","40.39","","","39.77","","","38.50","","","37.49","","","35.77","","","34.06","",""
"Fixed-telephone subscriptions 100 inhabitants","Belize","14.46","","","13.82","","","11.93","","","12.35","","","12.19","","","11.90","","","11.78","","","11.34","","","10.14","","","9.91","","","9.39","","","8.73","","","7.52","","","6.96","","","6.42","","","6.54","","","6.08","","","5.61","","","5.45","","","4.74","",""
"Fixed-telephone subscriptions 100 inhabitants","Benin","0.75","","","0.84","","","0.86","","","0.88","","","0.94","","","0.96","","","0.94","","","1.31","","","1.33","","","1.42","","","1.45","","","1.61","","","1.61","","","1.59","","","1.90","","","1.84","","","1.15","","","0.51","","","0.42","","","0.30","",""
"Fixed-telephone subscriptions 100 inhabitants","Bermuda","86.25","","","85.95","","","85.29","","","81.89","","","81.41","","","79.19","","","87.03","","","87.10","","","87.36","","","87.86","","","88.39","","","","","","106.59","","","111.83","","","45.65","","","18.84","","","32.12","","","34.71","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Bhutan","2.39","","","2.91","","","3.18","","","3.77","","","4.74","","","5.09","","","4.80","","","4.49","","","4.09","","","3.88","","","3.84","","","3.97","","","3.85","","","3.73","","","3.31","","","3.00","","","2.86","","","2.87","","","2.92","","","2.83","",""
"Fixed-telephone subscriptions 100 inhabitants","Bolivia (Plurinational State of)","6.07","","","6.11","","","6.76","","","6.85","","","6.90","","","7.00","","","7.09","","","7.10","","","8.12","","","8.14","","","8.47","","","8.60","","","8.48","","","8.29","","","8.18","","","8.11","","","7.86","","","7.60","","","6.27","","","5.67","",""
"Fixed-telephone subscriptions 100 inhabitants","Bosnia and Herzegovina","20.79","","","22.55","","","24.02","","","24.93","","","25.28","","","25.73","","","26.27","","","28.29","","","27.47","","","26.73","","","26.95","","","26.11","","","24.59","","","23.89","","","24.34","","","22.53","","","22.00","","","22.66","","","23.84","","","22.06","",""
"Fixed-telephone subscriptions 100 inhabitants","Botswana","8.27","","","8.85","","","8.69","","","7.58","","","7.46","","","7.59","","","7.19","","","7.30","","","7.43","","","7.03","","","6.92","","","7.42","","","7.87","","","8.44","","","8.10","","","7.57","","","6.58","","","6.40","","","6.32","","","6.19","",""
"Fixed-telephone subscriptions 100 inhabitants","Brazil","17.69","","","21.12","","","21.62","","","21.56","","","21.51","","","21.41","","","20.62","","","20.72","","","21.47","","","21.40","","","21.53","","","21.78","","","22.23","","","22.40","","","21.76","","","21.36","","","20.37","","","19.43","","","18.29","","","15.97","",""
"Fixed-telephone subscriptions 100 inhabitants","British Virgin Islands","51.20","","","50.79","","","55.40","","","72.97","","","77.67","","","68.22","","","64.03","","","58.90","","","54.53","","","50.18","","","45.90","","","44.19","","","42.82","","","41.88","","","40.87","","","40.32","","","38.04","","","32.27","","","21.02","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Brunei Darussalam","24.16","","","26.01","","","23.44","","","23.19","","","23.12","","","22.98","","","21.65","","","21.22","","","21.29","","","20.98","","","20.56","","","20.28","","","17.78","","","","","","17.48","","","18.32","","","17.68","","","19.74","","","19.25","","","19.98","",""
"Fixed-telephone subscriptions 100 inhabitants","Bulgaria","36.03","","","36.40","","","36.51","","","36.10","","","35.21","","","32.39","","","31.44","","","30.36","","","29.10","","","29.51","","","29.15","","","30.80","","","29.08","","","26.64","","","25.08","","","22.99","","","20.68","","","18.16","","","15.89","","","13.93","",""
"Fixed-telephone subscriptions 100 inhabitants","Burkina Faso","0.46","","","0.49","","","0.50","","","0.53","","","0.65","","","0.68","","","0.69","","","0.82","","","1.01","","","1.01","","","0.92","","","0.88","","","0.85","","","0.80","","","0.71","","","0.41","","","0.41","","","0.40","","","0.39","","","0.37","",""
"Fixed-telephone subscriptions 100 inhabitants","Burundi","0.31","","","0.31","","","0.33","","","0.35","","","0.39","","","0.38","","ITU estimate.","0.37","","","0.36","","","0.37","","","0.37","","","0.40","","","0.33","","","0.19","","","0.22","","","0.22","","","0.21","","","0.19","","","0.22","","","0.22","","","0.18","",""
"Fixed-telephone subscriptions 100 inhabitants","Cabo Verde","12.76","","","14.72","","","15.85","","","15.94","","","15.70","","","15.46","","","15.26","","","15.11","","","14.94","","","14.77","","","14.61","","","14.93","","","13.90","","","12.93","","","11.50","","","12.12","","","12.19","","","12.09","","","11.53","","","10.46","",""
"Fixed-telephone subscriptions 100 inhabitants","Cambodia","0.25","","","0.27","","","0.28","","","0.24","","","0.25","","","0.25","","","0.19","","","0.27","","","0.31","","","0.38","","","2.51","","","3.64","","","3.95","","","2.80","","","2.36","","","1.65","","","1.44","","","0.83","","","0.54","","","0.34","",""
"Fixed-telephone subscriptions 100 inhabitants","Cameroon","0.61","","","0.67","","","0.68","","","0.58","","","0.58","","","0.57","","","0.72","","","1.01","","","1.33","","","2.20","","","2.65","","","3.20","","","3.43","","","3.62","","","5.10","","","4.51","","","4.39","","","3.61","","","3.58","","","3.31","",""
"Fixed-telephone subscriptions 100 inhabitants","Canada","68.13","","","68.41","","","66.14","","","65.46","","","64.63","","","56.42","","","56.05","","","55.52","","","54.74","","","55.44","","","53.87","","","52.91","","","50.76","","","47.94","","","45.99","","","43.34","","","41.66","","","39.39","","","37.34","","","35.46","",""
"Fixed-telephone subscriptions 100 inhabitants","Cayman Islands","82.74","","","86.49","","","83.79","","","81.49","","ITU estimate.","79.33","","ITU estimate.","77.14","","ITU estimate.","74.89","","ITU estimate.","67.04","","","66.44","","","65.35","","","65.91","","","64.32","","","63.42","","","61.26","","","54.07","","","54.33","","","54.53","","","54.85","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Central African Rep.","0.26","","","0.24","","","0.24","","","0.24","","","0.25","","","0.25","","","","","","","","","","","","0.08","","","0.02","","","0.02","","","0.02","","","0.02","","","0.02","","","0.04","","","0.04","","","0.05","","","0.05","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Chad","0.12","","","0.12","","","0.13","","","0.13","","","0.13","","","0.13","","","0.19","","ITU estimate.","0.30","","ITU estimate.","0.40","","ITU estimate.","0.50","","","0.43","","","0.26","","","0.22","","","0.24","","","0.17","","","0.12","","","0.09","","","0.06","","","0.06","","","0.04","",""
"Fixed-telephone subscriptions 100 inhabitants","Chile","21.53","","","22.42","","","22.10","","","20.52","","","20.89","","","21.38","","","20.69","","","20.93","","","21.10","","","21.05","","","20.27","","","19.56","","","18.92","","","19.05","","","19.30","","","19.18","","","18.53","","","17.33","","","16.00","","","14.51","",""
"Fixed-telephone subscriptions 100 inhabitants","China","11.22","","","13.88","","","16.39","","","19.98","","","23.56","","","26.33","","","27.48","","","27.16","","","25.15","","","23.05","","","21.51","","","20.71","","","20.09","","","19.18","","","17.82","","","16.42","","","14.61","","","13.64","","","13.45","","","13.32","",""
"Fixed-telephone subscriptions 100 inhabitants","Cocos Keeling Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Colombia","18.15","","","18.31","","","19.00","","","18.92","","","18.04","","","18.01","","","18.19","","","18.12","","","17.92","","","16.70","","","15.89","","","15.61","","","15.34","","","15.36","","","15.29","","","14.96","","","14.77","","","14.29","","","14.04","","","13.93","",""
"Fixed-telephone subscriptions 100 inhabitants","Comoros","1.25","","","1.60","","","1.80","","","2.27","","","2.53","","","2.77","","","3.04","","","4.06","","","4.38","","","4.57","","","3.08","","","3.28","","","3.32","","ITU estimate.","3.10","","","3.09","","","1.88","","","1.64","","","2.11","","","1.24","","","1.18","",""
"Fixed-telephone subscriptions 100 inhabitants","Congo (Rep. of the)","0.70","","","0.68","","","0.66","","","0.21","","","0.39","","","0.44","","","0.37","","","0.35","","","0.23","","","0.28","","","0.31","","","0.32","","","0.33","","","0.34","","","0.34","","","0.35","","","0.34","","","0.33","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Cook Islands","31.68","","","32.78","","","33.76","","","35.29","","","34.91","","","34.82","","","34.74","","","35.82","","","35.57","","","36.94","","","39.30","","","40.91","","","43.17","","","43.74","","","","","","","","","37.10","","","37.56","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Costa Rica","22.68","","","23.42","","","25.31","","","27.84","","","31.79","","","32.40","","","30.60","","","32.62","","","32.21","","","33.17","","","23.17","","","22.27","","","21.23","","","20.42","","","18.38","","","17.73","","","17.11","","","16.44","","","15.36","","","12.69","",""
"Fixed-telephone subscriptions 100 inhabitants","Croatia","38.87","","","40.40","","","41.52","","","42.64","","","43.06","","","43.00","","","41.89","","","42.33","","","43.15","","","42.83","","","43.11","","","42.85","","","40.59","","","39.01","","","36.87","","","34.88","","","34.12","","","33.50","","","32.62","","","32.29","",""
"Fixed-telephone subscriptions 100 inhabitants","Cuba","4.39","","","5.14","","","5.94","","","6.45","","","6.83","","","7.60","","","8.54","","","9.38","","","9.68","","","9.97","","","10.37","","","10.62","","","10.81","","","10.97","","","11.19","","","11.44","","","11.66","","","11.90","","","12.21","","","12.77","",""
"Fixed-telephone subscriptions 100 inhabitants","Curacao","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.15","","","52.85","","","44.69","","","41.25","","","40.64","","","38.59","","","39.14","","","36.78","","","38.09","","","36.13","","","32.74","",""
"Fixed-telephone subscriptions 100 inhabitants","Cyprus","63.10","","","61.66","","","59.89","","","58.67","","","57.08","","","56.46","","","53.88","","","52.71","","","51.87","","","50.61","","","49.20","","","46.99","","","43.10","","","40.69","","","38.71","","","38.16","","","37.50","","","36.71","","","36.05","","","37.48","",""
"Fixed-telephone subscriptions 100 inhabitants","Czech Republic","37.63","","","37.59","","","35.85","","","35.42","","","33.48","","","31.36","","","28.04","","","23.20","","","23.77","","","24.09","","","22.47","","","20.86","","","20.01","","","18.90","","","18.90","","","17.98","","","16.56","","","15.41","","","14.18","","","13.98","",""
"Fixed-telephone subscriptions 100 inhabitants","Côte d'Ivoire","1.60","","","1.74","","","1.89","","","1.35","","","1.44","","","1.41","","","1.44","","","1.29","","","1.82","","","1.41","","","1.38","","","1.31","","","1.28","","","1.23","","","1.07","","","1.19","","","1.21","","","1.25","","","1.21","","","1.06","",""
"Fixed-telephone subscriptions 100 inhabitants","Dem. People's Rep. of Korea","2.18","","","3.72","","","3.92","","","4.16","","","4.21","","","4.18","","","4.16","","","4.88","","","4.85","","","4.83","","","4.81","","","4.78","","","4.76","","","4.73","","","4.71","","","4.69","","","4.66","","","4.64","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Dem. Rep. of the Congo","0.02","","","0.02","","","0.02","","","0.02","","","0.02","","","0.02","","","0.02","","","0.01","","","0.06","","","0.07","","","0.07","","","0.09","","","0.09","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","",""
"Fixed-telephone subscriptions 100 inhabitants","Denmark","71.80","","","72.13","","","68.88","","","67.09","","","64.62","","","61.76","","","56.91","","","51.65","","","54.11","","","50.20","","","47.05","","","44.45","","","40.98","","","37.15","","","33.06","","","26.71","","","24.43","","","19.17","","","19.50","","","17.39","",""
"Fixed-telephone subscriptions 100 inhabitants","Djibouti","1.35","","","1.35","","","1.36","","","1.34","","","1.44","","","1.35","","","1.42","","","1.75","","","1.83","","","2.03","","","2.20","","","2.16","","","2.30","","","2.34","","","2.44","","","2.51","","","2.68","","","3.87","","","3.84","","","3.81","",""
"Fixed-telephone subscriptions 100 inhabitants","Dominica","32.59","","","33.38","","","33.95","","","32.05","","","29.78","","","26.92","","","24.75","","","24.65","","","24.71","","ITU estimate.","23.29","","ITU estimate.","21.85","","","21.14","","","22.88","","","24.14","","","23.14","","","28.92","","","18.69","","","18.14","","","3.71","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Dominican Rep.","10.56","","","11.11","","","10.42","","","10.27","","","10.05","","","9.85","","","9.73","","","9.71","","","10.42","","","10.08","","","10.45","","","11.21","","","11.37","","","11.65","","","12.06","","","12.69","","","12.94","","","12.65","","","12.03","","","11.28","",""
"Fixed-telephone subscriptions 100 inhabitants","Ecuador","9.66","","","10.34","","","10.74","","","11.45","","","11.70","","","12.15","","","12.63","","","12.75","","","13.12","","","13.63","","","13.89","","","14.50","","","14.92","","","15.25","","","15.31","","","15.50","","","14.87","","","14.39","","","13.82","","","12.64","",""
"Fixed-telephone subscriptions 100 inhabitants","Egypt","7.97","","","9.54","","","10.90","","","12.00","","","12.76","","","13.77","","","14.06","","","14.35","","","14.88","","","12.71","","","11.62","","","10.31","","","9.90","","","7.72","","","6.98","","","6.74","","","6.48","","","6.85","","","7.99","","","8.73","",""
"Fixed-telephone subscriptions 100 inhabitants","El Salvador","10.62","","","10.96","","","11.20","","","12.56","","","14.74","","","16.05","","","17.05","","","17.69","","","17.57","","","17.85","","","16.19","","","16.58","","","16.98","","","15.33","","","15.15","","","14.93","","","14.81","","","14.53","","","14.38","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Equatorial Guinea","1.01","","","1.09","","","1.34","","","1.40","","","1.46","","","1.33","","","1.27","","","1.22","","","1.16","","","1.11","","","1.43","","","1.47","","","1.44","","","1.38","","","1.35","","","0.97","","","0.90","","","0.89","","","0.83","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Eritrea","1.33","","","1.32","","","1.45","","","1.46","","","1.44","","","1.33","","","1.29","","","1.25","","","1.32","","","1.55","","","1.71","","","1.82","","","1.85","","","1.89","","","1.93","","","1.97","","","1.96","","","1.94","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Estonia","37.37","","","36.38","","","34.35","","","33.58","","","32.56","","","32.61","","","33.49","","","36.86","","","37.17","","","36.88","","","36.20","","","35.54","","","33.87","","","32.33","","","30.94","","","29.47","","","28.15","","","27.45","","","26.13","","","24.47","",""
"Fixed-telephone subscriptions 100 inhabitants","Eswatini","3.17","","","3.33","","","3.44","","","4.52","","","4.34","","","4.28","","","4.27","","","4.30","","","4.30","","","4.27","","","4.97","","","7.07","","","4.22","","","4.23","","","4.05","","","3.89","","","3.77","","","3.65","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Ethiopia","0.35","","","0.42","","","0.50","","","0.56","","","0.65","","","0.80","","","0.92","","","1.09","","","1.08","","","1.07","","","1.04","","","0.92","","","0.86","","","0.80","","","0.84","","","0.88","","","1.11","","","1.11","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Falkland (Malvinas) Is.","78.98","","","80.35","","","81.68","","","87.93","","","87.42","","","86.98","","","81.80","","","80.01","","","68.08","","","67.71","","","68.56","","","69.93","","","70.17","","","73.05","","","73.75","","","70.57","","","77.02","","","65.19","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Faroe Islands","53.39","","","49.27","","","51.68","","","51.21","","","50.33","","","49.92","","","48.22","","","46.96","","","45.63","","","43.77","","","42.19","","","40.90","","","39.05","","","45.05","","","43.78","","","41.80","","","39.60","","","37.29","","","35.44","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Fiji","10.65","","","11.33","","","11.96","","","12.50","","","12.84","","","13.69","","","13.89","","","14.57","","","15.27","","","16.02","","","15.10","","","15.04","","","10.22","","","8.11","","","8.74","","","8.35","","","8.50","","","8.66","","","8.66","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Finland","54.91","","","53.96","","","52.28","","","49.12","","","45.17","","","40.31","","","36.19","","","32.84","","","31.02","","","26.77","","","23.30","","","20.04","","","16.43","","","13.83","","","11.70","","","9.80","","","8.32","","","6.86","","","5.85","","","4.86","",""
"Fixed-telephone subscriptions 100 inhabitants","France","57.59","","","57.40","","","57.06","","","56.29","","","55.53","","","55.15","","","55.48","","","56.25","","","56.42","","","65.45","","","64.60","","","63.85","","","62.47","","","61.16","","","60.45","","","60.40","","","60.32","","","59.73","","","58.67","","","58.03","",""
"Fixed-telephone subscriptions 100 inhabitants","French Guiana","30.64","","","29.92","","","28.56","","","27.27","","","26.11","","","25.13","","","24.30","","","23.59","","","22.97","","","21.16","","","19.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","French Polynesia","22.31","","","21.78","","","21.35","","","21.18","","","20.81","","","20.63","","","20.55","","","20.59","","","20.66","","","20.48","","","20.62","","","20.55","","","23.25","","","22.86","","","22.43","","","22.22","","","22.04","","","31.38","","","32.51","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Gabon","3.17","","","2.96","","","2.49","","","2.91","","","2.86","","","2.81","","","2.55","","","1.80","","","2.18","","","2.32","","","1.87","","","1.34","","","1.29","","","1.06","","","0.98","","","0.96","","","0.94","","","1.03","","","1.03","","","1.03","",""
"Fixed-telephone subscriptions 100 inhabitants","Gambia","2.53","","","2.58","","","2.73","","","2.90","","","2.87","","","2.85","","","2.91","","","2.97","","","2.89","","","2.78","","","2.72","","","2.73","","","3.37","","","3.27","","","2.76","","","2.16","","","1.77","","","1.45","","","1.93","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Georgia","11.66","","","13.24","","","15.04","","","15.74","","","16.17","","","13.54","","","13.20","","","13.35","","","14.92","","","15.05","","","27.13","","","32.85","","","31.39","","","29.65","","","27.19","","","23.61","","","20.93","","","17.81","","","15.10","","","12.98","",""
"Fixed-telephone subscriptions 100 inhabitants","Germany","61.69","","","64.24","","","65.82","","","66.45","","","66.78","","","67.14","","","66.77","","","65.33","","","62.05","","","66.38","","","65.45","","","63.57","","","61.87","","","59.99","","","57.73","","","55.45","","","55.11","","","53.72","","","51.13","","","48.37","",""
"Fixed-telephone subscriptions 100 inhabitants","Ghana","1.10","","","1.24","","","1.36","","","1.40","","","1.47","","","1.47","","","1.59","","","1.64","","","0.61","","","1.11","","","1.12","","","1.12","","","1.10","","","1.02","","","0.96","","","0.99","","","0.88","","","1.04","","","0.94","","","0.95","",""
"Fixed-telephone subscriptions 100 inhabitants","Gibraltar","75.75","","","77.56","","","76.48","","","76.79","","","77.00","","","75.26","","","71.82","","","71.61","","","71.52","","","71.50","","","71.46","","","71.40","","","68.68","","","","","","69.38","","","","","","50.47","","","58.57","","","52.41","","","50.35","",""
"Fixed-telephone subscriptions 100 inhabitants","Greece","51.07","","","50.36","","","56.28","","","56.16","","","56.54","","","56.23","","","55.17","","","49.18","","","47.59","","","54.75","","","54.17","","","53.05","","","50.66","","","50.21","","","49.71","","","49.35","","","49.00","","","48.98","","","48.26","","","46.03","",""
"Fixed-telephone subscriptions 100 inhabitants","Greenland","46.60","","","42.99","","","44.82","","","44.52","","","44.19","","","56.45","","","63.16","","","40.68","","","40.14","","","38.85","","","38.53","","","35.18","","","33.49","","","31.91","","","30.51","","","28.38","","","","","","16.41","","","14.25","","","12.59","",""
"Fixed-telephone subscriptions 100 inhabitants","Grenada","30.49","","","31.72","","","32.37","","","31.39","","","31.34","","","26.20","","","26.40","","","27.12","","","27.10","","","26.78","","","26.70","","","26.29","","ITU estimate.","25.81","","ITU estimate.","26.43","","","25.05","","","24.67","","","24.28","","","29.30","","","20.23","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guadeloupe","48.55","","","49.97","","","51.67","","","53.55","","","55.41","","","57.09","","","58.73","","","59.89","","","60.90","","","61.86","","","62.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guam","47.88","","","51.15","","","44.54","","","41.55","","","41.43","","","41.35","","","41.29","","","41.23","","","41.19","","","41.14","","","41.08","","","","","","41.88","","","41.77","","","41.86","","","42.01","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guatemala","5.81","","","6.34","","","6.93","","","7.55","","","8.85","","","9.53","","","10.11","","","10.32","","","10.34","","","9.87","","","10.24","","","10.88","","","11.42","","","11.95","","","10.79","","","10.58","","","14.80","","","14.55","","","14.12","","","11.23","",""
"Fixed-telephone subscriptions 100 inhabitants","Guernsey","84.65","","","97.74","","","99.50","","","81.86","","","80.89","","","85.08","","","89.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guinea","0.30","","","0.30","","","0.30","","","0.30","","","0.29","","","0.27","","","0.25","","","0.23","","","0.28","","","0.22","","","0.18","","","0.17","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guinea-Bissau","0.93","","","0.81","","","0.89","","","0.82","","","0.74","","","0.71","","","0.49","","","0.32","","","0.32","","","0.33","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","0.00","","","","",""
"Fixed-telephone subscriptions 100 inhabitants","Guyana","9.16","","","10.72","","","10.80","","","12.39","","","13.77","","","14.76","","","15.81","","ITU estimate.;","17.20","","","18.59","","","19.67","","","20.00","","","20.25","","","20.41","","","20.65","","","20.92","","","20.07","","","18.36","","","17.52","","","","","","","",""
